地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 中国大陆 / 中国香港'],['林超贤'],['138'],['02'],"['张译', '黄景瑜', '海清', '杜江', '蒋璐霞', '尹昉', '王强', '郭家豪', '王雨甜', '麦亨利', '张涵予', '王彦霖']",['红海行动'],"['动作', '战争']",['8.3'],['811188'],[' 汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语']
[' 韩国'],['崔恩重'],['200'],['09'],"['吴世勋', '姜美娜', '李济延', '金熙镇', '姜多贤', '安普贤']",['独孤：倒回 독고 리와인드'],['动作'],['8.1'],['3197'],[' 韩语']
[' 美国'],['布拉德·伯德'],['118'],"['06', '06']","['格雷格·T·尼尔森', '霍利·亨特', '莎拉·沃威尔', '赫克·米尔纳', '伊莱·富西尔', '凯瑟琳·基纳', '塞缪尔·杰克逊', '伊莎贝拉·罗西里尼', '鲍勃·奥登科克', '布拉德·伯德', '索菲亚·布什', '乔纳森·班克斯', '约翰·拉岑贝格', '金伯利·阿代尔·克拉克', '托亚·特纳']",['超人总动员2 Incredibles 2'],"['喜剧', '动作', '动画', '冒险']",['7.9'],['210611'],[' 英语']
[' 韩国'],['李元泰'],['109'],[],"['马东锡', '金武烈', '金成圭', '刘承睦', '崔民哲', '金胤成', '许栋元', '吴熙俊', '杨志洙', '金洁', '李恩泉', '刘在明']",['恶人传 악인전'],"['剧情', '动作', '犯罪']",['7.7'],['193200'],[' 韩语']
[' 韩国'],['李炳宪'],['111'],[],"['柳承龙', '李荷妮', '陈善圭', '李东辉', '孔明', '申河均', '吴政世', '许俊硕', '金义城', '宋英奎']",['极限职业 극한직업'],"['喜剧', '动作', '犯罪']",['7.7'],['117619'],[' 韩语 / 汉语普通话 / 英语 / 日语']
[' 俄罗斯'],['阿列克赛·西多洛夫'],['139'],['12'],"['亚历山大·佩特罗夫', '文森兹·凯弗', '维克多·多勃朗拉沃夫', '伊琳娜·斯达申鲍姆', '西蒙·特列斯库诺夫', '尤里·鲍里索夫', '阿尔焦姆·贝斯特罗夫', '约书亚·格罗斯', '伊格·克里普诺夫', '彼得·斯科沃尔佐夫']",['T-34坦克 T-34'],"['动作', '历史', '战争']",['7.7'],['15518'],[' 俄语']
[' 美国'],['刘山姆'],['86'],['04'],"['克里斯蒂安·史莱特', '凡妮莎·威廉斯', '比利·布朗', '克里斯汀·鲍尔', '吉迪恩·埃默里', '连姆·麦肯泰尔', '塔拉·斯特朗', '大卫·博特', '特雷弗·德瓦', '戴夫·芬诺伊', '格雷戈·格伦伯格', 'C·托马斯·豪威尔', '茜丝·琼斯', '娜塔莉·兰德', '马修·默瑟', '朱莉·内桑森', '吉姆·皮里', '丹妮亚·拉米雷兹', '詹姆斯·乌尔班尼亚克']",['自杀小队：严厉惩罚 Suicide Squad: Hell to Pay'],"['动作', '动画']",['7.4'],['12332'],[' 英语']
[' 美国'],"['杰克·卡斯托雷纳', '刘山姆']",['81'],['07'],"['杰瑞·奥康奈尔', '丽贝卡·罗梅恩', '雷恩·威尔森', '罗莎里奥·道森', '内森·菲利安', '克里斯托弗·戈勒姆', '马特·兰特尔', '谢默·摩尔', '尼扬比·尼扬比', '杰森·奥玛拉', '乔纳森·亚当斯', '洛奇·卡罗尔', '特雷弗·德瓦', '保罗·伊丁', '帕特里克·法比安', '詹妮弗·黑尔', '马克斯·迈特尔曼', '托克斯·奥拉贡多耶']",['超人之死 The Death of Superman'],"['动作', '科幻', '动画']",['7.4'],['12162'],[' 英语']
[' 俄罗斯 / 塞尔维亚'],['安德烈·沃金'],['151'],[],"['安东·庞布施尼', '尤里·库琴科', '米洛斯·比柯维奇', '米莱纳拉·德罗维奇', '拉芙珊娜·库珂娃', '阿勒克山达·斯雷科维奇', '乔基科·米提克', '德米特里·弗里德', '米奥德拉格·拉多尼奇', '埃米尔·库斯图里卡', '谢尔盖·马林', '尼基塔·科洛格利维', '罗曼·库特辛', '亚历山大·拉多伊契奇', '埃菲姆·彼得鲁宁', '安瓦尔·哈里路拉耶夫', '瓦西利萨·涅姆科娃']",['巴尔干边界 Балканский рубеж'],"['动作', '战争']",['7.2'],['10855'],[' 俄语 / 塞尔维亚语 / 英语']
[' 中国大陆'],['王路沙'],['96'],[],"['李肖宁', '契那日图', '李春明', '塔娜花日', '刚照日嘎', '白那日苏', '阿古', '刘鹏云']",['红色之子·单刀赴会'],"['动作', '传记', '历史']",['7.1'],['807'],[]
[' 日本'],['盐谷直义'],['59'],[],"['野岛健儿', '佐仓绫音', '弓场沙织', '平井祥惠', '冈宽惠', '小山力也', '齐藤贵美子', '多田野曜平', '中川庆一', '花泽香菜', '东地宏树', '樱井孝宏', '伊藤静', '泽城美雪']",['心理测量者SS1：罪与罚 PSYCHO-PASS サイコパス Sinners of the System Case.1「罪と罰」'],"['动作', '动画', '犯罪']",['7.1'],['2907'],[' 日语']
